stamp_sec,stamp_nanosec,x,y,z,qx,qy,qz,qw
4,588000000,0.21757223729334557,-2.0098578457923915,2.7050113652966967,0.6248753197928099,0.6246573902201459,0.33146272831035334,-0.33085712822644003
4,654000000,0.21757223729334557,-2.0098578457923915,2.7050113652966967,0.6248753197928101,0.6246573902201459,0.3314627283103533,-0.3308571282264398
4,720000000,0.21757223643886314,-2.009857853871201,2.70501135841078,0.6248753197702078,0.6246573885851373,0.33146272984217234,-0.33085712982139653
4,753000000,0.21757223643886314,-2.009857853871201,2.70501135841078,0.6248753197702078,0.6246573885851373,0.3314627298421724,-0.3308571298213963
4,819000000,0.2175722345336526,-2.0098578526732753,2.705011359724454,0.6248753192548845,0.6246573893181568,0.33146273012533606,-0.330857129127044
4,852000000,0.2175722274229938,-2.009857853424265,2.70501136011203,0.6248753193555383,0.6246573891515799,0.33146273142793004,-0.3308571279464622
4,885000000,0.2175722274229938,-2.009857853424265,2.70501136011203,0.6248753193555381,0.6246573891515802,0.33146273142793026,-0.33085712794646205
4,918000000,0.2175722274229938,-2.009857853424265,2.70501136011203,0.6248753193555382,0.62465738915158,0.33146273142793015,-0.33085712794646205
4,951000000,0.2175722274229938,-2.009857853424265,2.70501136011203,0.6248753193555381,0.6246573891515801,0.3314627314279303,-0.33085712794646177
4,984000000,0.21757222940660204,-2.009857853959669,2.705011359339879,0.6248753194072187,0.6246573889683552,0.33146273117250363,-0.3308571284506776
5,17000000,0.21757222940660204,-2.009857853959669,2.705011359339879,0.6248753194072187,0.6246573889683552,0.33146273117250363,-0.3308571284506776
5,50000000,0.2175722381693624,-2.009857855343934,2.7050113569051546,0.624875318573359,0.6246573893441576,0.33146273017938016,-0.3308571303109789
5,83000000,0.2175722381693624,-2.009857855343934,2.7050113569051546,0.6248753185733592,0.6246573893441576,0.33146273017938005,-0.3308571303109789
5,116000000,0.2175722358114577,-2.009857854909654,2.7050113575998376,0.6248753187888479,0.6246573892631082,0.3314627304340466,-0.33085712980188275
5,182000000,0.2175722358114577,-2.009857854909654,2.7050113575998376,0.6248753187888478,0.6246573892631081,0.33146273043404667,-0.33085712980188303
5,215000000,0.2175722358114577,-2.009857854909654,2.7050113575998376,0.6248753187888479,0.624657389263108,0.3314627304340467,-0.33085712980188353
5,248000000,0.2175722358114577,-2.009857854909654,2.7050113575998376,0.6248753187888478,0.6246573892631081,0.3314627304340467,-0.3308571298018832
5,314000000,0.2175722358114577,-2.009857854909654,2.7050113575998376,0.6248753187888478,0.6246573892631079,0.33146273043404667,-0.33085712980188364
5,347000000,0.2175722358114577,-2.009857854909654,2.7050113575998376,0.6248753187888478,0.6246573892631079,0.33146273043404667,-0.33085712980188364
