stamp_sec,stamp_nanosec,x,y,z,qx,qy,qz,qw
61,942000000,0.2200539194727238,-1.5245373770313793,2.110880186578341,0.6213131777225757,0.6214837010480233,0.3374043866231575,-0.3374703311513134
